Epoch,Generation,Top Ant Fitness, Queen Fitness, Blocks Built
23,56,-0.7374607,0,0
23,57,-0.7574607,0,0
24,0,4.534235,1.032426,0
24,1,4.519606,1.07,0
24,2,4.342207,1.11,0
24,3,2.512442,1.005816,1
24,4,0.4915639,1.061617,3
24,5,-0.522897,1.333361,5
24,6,-1.090745,1.703943,7
24,7,-1.210745,1.683944,7
25,0,4.656925,1.032426,0
25,1,4.57628,1.088166,0
25,2,4.424628,1.134929,0
25,3,4.252789,1.181868,0
25,4,4.062013,1.228869,0
25,5,3.892926,1.251141,0
25,6,2.472947,1.144966,1
25,7,2.545303,1.18107,1
25,8,2.612712,1.223735,1
25,9,2.648351,1.267449,1
25,10,2.593524,1.318466,1
25,11,2.55446,1.356831,1
25,12,2.422611,1.402159,1
25,13,2.265819,1.447775,1
25,14,2.05364,1.479069,1
25,15,1.828492,1.512414,1
25,16,1.558205,1.547471,1
25,17,1.365145,1.590971,1
25,18,1.100826,1.626646,1
25,19,0.9445081,1.636468,1
25,20,0.9842363,1.6245,1
25,21,0.8642363,1.6045,1
25,22,0.7442363,1.5845,1
25,23,0.8594227,1.5645,1
25,24,0.8712758,1.5445,1
25,25,0.7709869,1.5245,1
25,26,0.6583367,1.5045,1
25,27,0.5333521,1.4845,1
25,28,0.3962972,1.4645,1
25,29,0.2476466,1.4445,1
25,30,0.08804363,1.4245,1
25,31,-0.08174957,1.4045,1
25,32,-0.2609008,1.3845,1
25,33,-0.4137179,1.3645,1
25,34,-0.5337179,1.3445,1
25,35,-0.6537179,1.3245,1
26,0,3.922786,1.074853,0
26,1,3.804263,1.12,0
26,2,3.614095,1.151246,0
26,3,1.830395,1.03507,1
26,4,0.6226026,1.003243,2
26,5,0.5026026,0.9832431,2
26,6,0.3826027,0.9632431,2
26,7,0.2626027,0.9432431,2
26,8,0.1426027,0.9232431,2
26,9,0.02260265,0.9032431,2
26,10,-0.09739735,0.8832431,2
26,11,-0.2173973,0.8632431,2
26,12,-0.3373973,0.8432431,2
26,13,-0.4573973,0.8232431,2
26,14,-0.5773973,0.8032431,2
26,15,-0.6973973,0.7832431,2
26,16,-0.8173973,0.7632431,2
26,17,-0.9373973,0.7432431,2
26,18,-1.057397,0.7232431,2
26,19,-1.177397,0.7032431,2
26,20,-1.297397,0.6832431,2
26,21,-1.417397,0.6632431,2
26,22,-1.537397,0.6432431,2
26,23,-1.657397,0.6232432,2
26,24,-1.777397,0.6032431,2
27,0,4.163099,1.05,0
27,1,3.963073,1.093693,0
27,2,3.685741,1.151246,0
27,3,3.524617,1.18632,0
27,4,3.414851,1.215941,0
27,5,3.23102,1.254966,0
27,6,3.095244,1.29107,0
27,7,2.975245,1.27107,0
27,8,2.855244,1.25107,0
27,9,2.735245,1.23107,0
27,10,2.615244,1.21107,0
27,11,2.495245,1.19107,0
27,12,2.375244,1.17107,0
27,13,2.255244,1.15107,0
27,14,2.135244,1.13107,0
27,15,2.015244,1.11107,0
27,16,1.895244,1.09107,0
27,17,1.775244,1.07107,0
27,18,1.655244,1.05107,0
27,19,1.535244,1.03107,0
27,20,1.415244,1.01107,0
27,21,1.295244,0.99107,0
27,22,1.175244,0.9710701,0
27,23,1.055244,0.95107,0
27,24,0.9352444,0.93107,0
27,25,0.8152444,0.91107,0
27,26,0.8057407,0.89107,0
27,27,0.7877579,0.8795346,0
27,28,0.7604816,0.875982,0
27,29,0.6404816,0.8559821,0
27,30,0.5204816,0.8359821,0
27,31,0.4004816,0.815982,0
27,32,0.2804816,0.7959821,0
27,33,0.1604816,0.7759821,0
27,34,0.04048157,0.755982,0
27,35,-0.07951843,0.7359821,0
27,36,-0.1995184,0.7159821,0
27,37,-0.3195184,0.695982,0
27,38,-0.4395184,0.6759821,0
27,39,-0.5595185,0.6559821,0
27,40,-0.6195185,0.645982,0
27,41,-0.7395184,0.625982,0
27,42,-0.8595184,0.6059821,0
27,43,-0.9795184,0.5859821,0
27,44,-1.099518,0.565982,0
27,45,-1.219518,0.5459821,0
27,46,-1.339518,0.5259821,0
27,47,-1.459518,0.505982,0
27,48,-1.579518,0.4859821,0
27,49,-1.699518,0.465982,0
27,50,-1.759518,0.4559821,0
27,51,-1.819518,0.4459821,0
27,52,-3.958826,0.4459821,0
27,53,-3.958826,0.4459821,0
27,54,-3.958826,0.4459821,0
27,55,-3.968826,0.4459821,0
27,56,-3.988826,0.4459821,0
27,57,-2.229551,0.4459821,0
27,58,-2.229551,0.4459821,0
28,0,1.921597,0.8866667,1
28,1,1.009216,1.117778,3
28,2,-0.3361657,1.323457,5
28,3,-0.9738495,1.670425,7
28,4,-1.319096,1.891945,8
28,5,-1.317396,1.878492,8
29,0,4.584735,0.99,0
29,1,4.38135,0.98,0
29,2,4.127211,0.96,0
29,3,3.872302,0.94,0
29,4,3.752302,0.92,0
29,5,3.632302,0.9,0
29,6,3.512302,0.88,0
29,7,3.392302,0.86,0
29,8,3.272302,0.84,0
29,9,3.152302,0.82,0
29,10,3.032302,0.8,0
29,11,2.776709,0.78,0
29,12,2.656709,0.76,0
29,13,2.536709,0.74,0
29,14,2.280538,0.72,0
29,15,2.160538,0.7,0
29,16,2.040538,0.68,0
29,17,1.920538,0.66,0
29,18,1.800538,0.64,0
29,19,1.680538,0.62,0
29,20,1.560538,0.6,0
29,21,1.440538,0.58,0
29,22,1.320538,0.56,0
29,23,1.200538,0.54,0
29,24,1.080538,0.52,0
29,25,0.9605379,0.5,0
29,26,0.8405378,0.48,0
29,27,0.7205379,0.46,0
29,28,0.6005379,0.44,0
29,29,0.4805379,0.42,0
29,30,0.3605379,0.4,0
29,31,0.2405379,0.38,0
29,32,0.1205379,0.36,0
29,33,0.000537872,0.34,0
29,34,-0.1194621,0.32,0
29,35,-0.2394621,0.3,0
29,36,-0.3594621,0.28,0
29,37,-0.4794621,0.26,0
29,38,-0.5994622,0.24,0
29,39,-0.7194622,0.22,0
29,40,-0.8394621,0.2,0
29,41,-0.9594621,0.18,0
29,42,-1.079462,0.16,0
29,43,-1.199462,0.14,0
29,44,-1.319462,0.12,0
29,45,-1.439462,0.1,0
29,46,-1.559462,0.08,0
29,47,-1.679462,0.06,0
29,48,-1.799462,0.04,0
29,49,-1.919462,0.02,0
29,50,-2.039462,0,0
29,51,-2.039462,0,0
29,52,-2.039462,0,0
29,53,-2.039462,0,0
29,54,-2.039462,0,0
29,55,-2.039462,0,0
29,56,-2.039462,0,0
29,57,-2.840573,0,0
29,58,-2.840573,0,0
29,59,-2.840573,0,0
30,0,2.089427,0.99,0
30,1,1.949427,0.97,0
30,2,1.809427,0.95,0
30,3,1.669427,0.93,0
30,4,1.529427,0.91,0
30,5,1.389427,0.89,0
30,6,1.249427,0.87,0
30,7,1.109427,0.85,0
30,8,0.9694272,0.83,0
30,9,0.8294272,0.81,0
30,10,0.6894272,0.79,0
30,11,0.5494272,0.77,0
30,12,0.4094272,0.75,0
30,13,0.2694272,0.73,0
30,14,0.1376999,0.71,0
30,15,-0.00230011,0.69,0
30,16,-0.1423001,0.67,0
30,17,-0.2823001,0.65,0
30,18,-0.4223001,0.63,0
30,19,-0.5623001,0.61,0
30,20,-0.7023001,0.59,0
30,21,-0.8423001,0.57,0
30,22,-0.9823001,0.55,0
30,23,-1.1223,0.53,0
30,24,-1.2623,0.51,0
30,25,-2.113973,0.5,0
30,26,-2.233974,0.48,0
30,27,-2.353973,0.46,0
30,28,-2.473973,0.44,0
30,29,-2.593973,0.42,0
30,30,-2.713973,0.4,0
30,31,-2.833973,0.38,0
30,32,-2.953973,0.36,0
30,33,-3.073973,0.34,0
30,34,-3.193973,0.32,0
30,35,-3.313973,0.3,0
30,36,-3.433973,0.28,0
30,37,-3.559275,0.26,0
30,38,-3.679275,0.24,0
30,39,-3.811309,0.22,0
30,40,-3.931309,0.2,0
30,41,-4.051309,0.18,0
30,42,-4.171309,0.16,0
30,43,-4.309805,0.14,0
30,44,-4.454486,0.12,0
30,45,-4.60507,0.1,0
30,46,-4.72507,0.08,0
30,47,-4.881272,0.06,0
30,48,-5.042812,0.04,0
30,49,-5.185496,0.02,0
30,50,-5.245496,0.01,0
30,51,-5.245496,0.01,0
30,52,-5.387708,0,0
30,53,-5.387708,0,0
30,54,-4.53263,0,0
30,55,-4.53263,0,0
30,56,-1.215852,0,0
30,57,-1.215852,0,0
31,0,4.480548,0.99,0
31,1,4.360548,0.97,0
31,2,4.158128,0.95,0
31,3,4.038128,0.93,0
31,4,3.918128,0.91,0
31,5,3.798128,0.89,0
31,6,3.678128,0.87,0
31,7,3.558128,0.85,0
31,8,3.545707,0.83,0
31,9,3.425707,0.81,0
31,10,3.305707,0.79,0
31,11,3.185707,0.77,0
31,12,2.968826,0.75,0
31,13,2.848826,0.73,0
31,14,2.625183,0.71,0
31,15,2.505183,0.69,0
31,16,2.385183,0.67,0
31,17,2.265183,0.65,0
31,18,2.145183,0.63,0
31,19,2.025183,0.61,0
31,20,1.905183,0.59,0
31,21,1.785183,0.57,0
31,22,1.665183,0.55,0
31,23,1.545183,0.53,0
31,24,1.425183,0.51,0
31,25,1.305183,0.49,0
31,26,1.245183,0.48,0
31,27,1.125183,0.46,0
31,28,1.005183,0.44,0
31,29,0.885183,0.42,0
31,30,0.765183,0.4,0
31,31,0.645183,0.38,0
31,32,0.525183,0.36,0
31,33,0.4651831,0.35,0
31,34,0.3451831,0.33,0
31,35,0.2251831,0.31,0
31,36,0.1051831,0.29,0
31,37,-0.01481689,0.27,0
31,38,-0.1348169,0.25,0
31,39,-0.2548169,0.23,0
31,40,-0.3748169,0.21,0
31,41,-0.4948169,0.19,0
31,42,-0.6148169,0.17,0
31,43,-0.7348169,0.15,0
31,44,-0.8548169,0.13,0
31,45,-0.9748169,0.11,0
31,46,-1.094817,0.09,0
31,47,-1.214817,0.07,0
31,48,-1.334817,0.05,0
31,49,-1.454817,0.03,0
31,50,-1.514817,0.02,0
31,51,-1.514817,0.02,0
31,52,-1.514817,0.02,0
31,53,-1.574817,0.01,0
31,54,-1.574817,0.01,0
31,55,-1.574817,0.01,0
31,56,-1.574817,0.01,0
31,57,-1.634817,0,0
31,58,-1.634817,0,0
32,0,4.164671,1.05,0
32,1,4.08534,1.09,0
32,2,3.985996,1.13,0
32,3,3.865996,1.17,0
32,4,3.72534,1.21,0
32,5,3.564671,1.25,0
32,6,3.385183,1.29,0
32,7,3.188456,1.33,0
32,8,2.97628,1.37,0
32,9,2.750495,1.41,0
32,10,2.537782,1.45,0
32,11,2.523144,1.49,0
32,12,2.497782,1.53,0
32,13,2.460532,1.57,0
32,14,2.410234,1.61,0
32,15,2.345795,1.65,0
32,16,2.266252,1.69,0
32,17,2.17085,1.73,0
32,18,2.059105,1.77,0
32,19,1.93085,1.81,0
32,20,1.786252,1.85,0
32,21,1.625795,1.89,0
32,22,1.450234,1.93,0
32,23,1.260532,1.97,0
32,24,1.057782,2.01,0
32,25,0.8431445,2.05,0
32,26,0.6177823,2.09,0
32,27,0.3828195,2.13,0
32,28,0.1393112,2.17,0
32,29,-0.1117743,2.21,0
32,30,-0.3695627,2.25,0
32,31,-0.6332741,2.29,0
32,32,-0.9022177,2.33,0
32,33,-1.175788,2.37,0
32,34,-1.311934,2.41,0
32,35,-1.362815,2.45,0
32,36,-1.422002,2.49,0
32,37,-1.489856,2.53,0
32,38,-1.566703,2.57,0
32,39,-1.652828,2.61,0
32,40,-1.74846,2.65,0
32,41,-1.853769,2.69,0
32,42,-1.96886,2.73,0
32,43,-2.093769,2.77,0
32,44,-2.169896,2.79,0
32,45,-2.309443,2.83,0
32,46,-2.392828,2.85,0
32,47,-2.546704,2.89,0
32,48,-2.598671,2.900158,0
32,49,-2.54341,2.881421,0
32,50,-2.516691,2.872525,0
32,51,-1.888311,2.872525,0
32,52,-1.888311,2.872525,0
32,53,-1.888311,2.872525,0
32,54,-1.980252,2.863945,0
32,55,-2.034963,2.855679,0
32,56,-2.034963,2.855679,0
33,0,4.17697,0.99,0
33,1,3.951865,0.98,0
33,2,3.786023,0.96,0
33,3,3.841231,0.94,0
33,4,3.935172,0.92,0
33,5,4.047414,0.9,0
33,6,4.157263,0.88,0
33,7,4.259169,0.86,0
33,8,4.279701,0.84,0
33,9,4.1597,0.82,0
33,10,3.899169,0.8,0
33,11,3.850042,0.78,0
33,12,3.504266,0.76,0
33,13,3.43123,0.74,0
33,14,3.196073,0.72,0
33,15,3.08931,0.7,0
33,16,2.924072,0.68,0
33,17,2.769653,0.66,0
33,18,2.694564,0.64,0
33,19,2.574564,0.62,0
33,20,2.454564,0.6,0
33,21,2.334564,0.58,0
33,22,2.214564,0.56,0
33,23,2.094564,0.54,0
33,24,1.974564,0.52,0
33,25,1.854564,0.5,0
33,26,1.734564,0.48,0
33,27,1.614564,0.46,0
33,28,1.494564,0.44,0
33,29,1.374564,0.42,0
33,30,1.254564,0.4,0
33,31,1.134564,0.38,0
33,32,1.014564,0.36,0
33,33,0.8945642,0.34,0
33,34,0.7745642,0.32,0
33,35,0.6545642,0.3,0
33,36,0.5345642,0.28,0
33,37,0.2378093,0.26,0
33,38,-0.06953743,0.24,0
33,39,-0.3469913,0.22,0
33,40,-0.651626,0.2,0
33,41,-0.9811379,0.18,0
33,42,-1.247733,0.16,0
33,43,-1.367733,0.14,0
33,44,-1.341138,0.12,0
33,45,-1.534716,0.1,0
33,46,-1.654716,0.08,0
33,47,-1.774716,0.06,0
33,48,-1.894716,0.04,0
33,49,-2.014716,0.02,0
33,50,-1.956886,0,0
33,51,-1.956886,0,0
33,52,-2.498845,0,0
34,0,3.04497,1.057082,0
34,1,2.939161,1.09,0
34,2,2.926878,1.105885,0
34,3,2.795447,1.150454,0
34,4,2.855114,1.140434,0
34,5,2.828382,1.164955,0
34,6,2.708382,1.144955,0
34,7,2.588382,1.124955,0
34,8,2.468382,1.104954,0
34,9,2.348382,1.084955,0
34,10,2.228382,1.064955,0
34,11,2.108382,1.044955,0
34,12,1.988382,1.024955,0
34,13,1.868382,1.004955,0
34,14,1.748382,0.9849545,0
34,15,1.628382,0.9649546,0
34,16,1.508382,0.9449545,0
34,17,1.388382,0.9249545,0
34,18,1.268382,0.9049546,0
34,19,1.148382,0.8849545,0
34,20,1.028382,0.8649545,0
34,21,0.9083816,0.8449546,0
34,22,0.7883816,0.8249545,0
34,23,0.6683816,0.8049545,0
34,24,0.5483816,0.7849545,0
34,25,0.4283817,0.7649545,0
34,26,0.3083816,0.7449545,0
34,27,0.1883817,0.7249545,0
34,28,0.06838165,0.7049545,0
34,29,-0.05161835,0.6849545,0
34,30,-0.1716183,0.6649545,0
34,31,-0.2916183,0.6449545,0
34,32,-0.4116184,0.6249545,0
34,33,-0.5316184,0.6049545,0
34,34,-0.6516184,0.5849545,0
34,35,-0.7716184,0.5649545,0
34,36,-0.8916184,0.5449545,0
34,37,-0.9516184,0.5349545,0
34,38,-1.071618,0.5149545,0
34,39,-1.191618,0.4949545,0
34,40,-1.311618,0.4749545,0
34,41,-1.431618,0.4549545,0
34,42,-1.551618,0.4349545,0
34,43,-1.671618,0.4149545,0
34,44,-1.791618,0.3949545,0
34,45,-1.922786,0.3749545,0
34,46,-1.992786,0.3649545,0
34,47,-2.112786,0.3449545,0
34,48,-2.232786,0.3249545,0
34,49,-2.352786,0.3049546,0
34,50,-2.488502,0.2849545,0
34,51,-2.488502,0.2849545,0
34,52,-2.488502,0.2849545,0
34,53,-1.513201,0.2849545,0
34,54,-1.513201,0.2849545,0
34,55,-1.513201,0.2849545,0
34,56,-0.9674607,0.2749546,0
35,0,1.849764,1.116667,2
35,1,0.6292139,1.107778,3
35,2,0.5092139,1.087778,3
35,3,0.3892139,1.067778,3
35,4,0.2692139,1.047778,3
35,5,0.1492139,1.027778,3
35,6,0.0517577,1.007778,3
35,7,-0.07882671,0.9877777,3
35,8,-0.1988267,0.9677777,3
35,9,-0.3188267,0.9477777,3
35,10,-0.4388267,0.9277777,3
35,11,-0.5588267,0.9077777,3
35,12,-0.6788267,0.8877777,3
35,13,-0.7988268,0.8677777,3
35,14,-0.9188268,0.8477777,3
35,15,-1.038827,0.8277777,3
35,16,-1.158827,0.8077777,3
35,17,-1.278827,0.7877777,3
35,18,-1.398827,0.7677777,3
35,19,-1.518827,0.7477777,3
35,20,-1.638827,0.7277777,3
35,21,-1.758827,0.7077777,3
35,22,-1.878827,0.6877777,3
36,0,2.329356,1.116667,2
36,1,0.4019492,1.195185,4
36,2,-0.4850773,1.485638,6
36,3,-0.9199029,1.870283,8
36,4,-1.116146,2.070189,9
37,0,4.146462,0.99,0
37,1,4.076462,0.98,0
37,2,3.956462,0.96,0
37,3,3.836462,0.94,0
37,4,3.716462,0.92,0
37,5,3.596462,0.9,0
37,6,3.476462,0.88,0
37,7,3.356462,0.86,0
37,8,3.236462,0.84,0
37,9,3.116462,0.82,0
37,10,2.996462,0.8,0
37,11,2.876462,0.78,0
37,12,2.756462,0.76,0
37,13,2.490897,0.74,0
37,14,2.201049,0.72,0
37,15,1.88676,0.7,0
37,16,1.76676,0.68,0
37,17,1.64676,0.66,0
37,18,1.52676,0.64,0
37,19,1.288245,0.62,0
37,20,1.168245,0.6,0
37,21,0.988869,0.58,0
37,22,0.868869,0.56,0
37,23,0.748869,0.54,0
37,24,0.6355853,0.52,0
37,25,0.5155853,0.5,0
37,26,0.560415,0.48,0
37,27,0.4328792,0.46,0
37,28,0.2769617,0.44,0
37,29,0.1569617,0.42,0
37,30,0.2904727,0.4,0
37,31,0.05741455,0.38,0
37,32,-0.06258545,0.36,0
37,33,-0.1825854,0.34,0
37,34,-0.2628583,0.32,0
37,35,-0.3509674,0.3,0
37,36,-0.4582689,0.28,0
37,37,-0.5678644,0.26,0
37,38,-0.6878644,0.24,0
37,39,-0.8078644,0.22,0
37,40,-0.9278644,0.2,0
37,41,-1.047864,0.18,0
37,42,-1.167864,0.16,0
37,43,-1.287864,0.14,0
37,44,-1.407864,0.12,0
37,45,-1.527864,0.1,0
37,46,-1.647864,0.08,0
37,47,-1.754213,0.06,0
37,48,-1.870378,0.04,0
37,49,-1.996445,0.02,0
37,50,-2.132271,0,0
37,51,-2.132271,0,0
37,52,-2.132271,0,0
37,53,-2.132271,0,0
37,54,0.1753789,0,0
37,55,0.1753789,0,0
38,0,3.159569,0.8866667,1
38,1,2.164858,1.117778,3
38,2,1.088839,1.323457,5
38,3,0.4471387,1.670425,7
38,4,0.05939052,2.080189,9
39,0,3.161272,0.8866667,1
39,1,2.241429,1.117778,3
39,2,1.171154,1.323457,5
39,3,0.7040226,1.670425,7
39,4,0.4117208,2.080189,9
40,0,3.65964,0.8866667,1
40,1,2.526021,1.117778,3
40,2,1.27678,1.323457,5
40,3,0.609329,1.670425,7
40,4,0.0815011,2.080189,9
40,5,-0.008512489,2.060189,9
41,0,5.57675,1.057082,0
41,1,5.58766,1.09,0
41,2,5.055191,1.017082,0
41,3,4.883194,1.038167,0
41,4,4.494104,1.071555,0
41,5,4.121101,1.108403,0
41,6,3.912335,1.127386,0
41,7,3.822362,1.165941,0
41,8,3.455074,1.204966,0
41,9,3.278009,1.244264,0
41,10,1.853308,1.154264,1
41,11,0.4670631,1.183855,3
41,12,0.1116531,1.261336,4
41,13,-0.02405936,1.241336,4
41,14,-0.2634152,1.221336,4
41,15,-0.5211946,1.201336,4
41,16,-0.6577731,1.181336,4
41,17,-0.7777731,1.161336,4
41,18,-0.897773,1.141336,4
42,0,5.370019,1.02,0
42,1,5.462759,1.07,0
42,2,5.489957,1.11,0
42,3,5.49247,1.15,0
42,4,5.456633,1.19,0
42,5,5.367141,1.23,0
42,6,5.216633,1.27,0
42,7,5.01247,1.31,0
42,8,4.769957,1.35,0
42,9,4.502759,1.39,0
42,10,2.268846,1.257778,2
42,11,2.148846,1.237778,2
42,12,2.028846,1.217778,2
42,13,1.908846,1.197778,2
42,14,1.788846,1.177778,2
42,15,1.668846,1.157778,2
42,16,1.548846,1.137778,2
42,17,1.428846,1.117778,2
42,18,1.308846,1.097778,2
42,19,1.188846,1.077778,2
42,20,1.068846,1.057778,2
42,21,0.9488462,1.037778,2
42,22,0.8288462,1.017778,2
42,23,0.7088462,0.9977778,2
42,24,0.5888462,0.9777778,2
42,25,0.4688462,0.9577778,2
42,26,0.3488462,0.9377778,2
42,27,0.2288462,0.9177778,2
43,0,5.16103,1.032426,0
43,1,5.080329,1.088166,0
43,2,4.850879,1.121555,0
43,3,4.730879,1.101555,0
43,4,4.610878,1.081555,0
43,5,4.490879,1.061555,0
43,6,4.370879,1.041555,0
43,7,4.250879,1.021555,0
43,8,4.130878,1.001555,0
43,9,4.010879,0.9815549,0
43,10,3.890879,0.9615549,0
43,11,3.770879,0.941555,0
43,12,3.650879,0.9215549,0
43,13,3.530879,0.9015549,0
43,14,3.410879,0.881555,0
43,15,3.290879,0.8615549,0
43,16,3.170879,0.8415549,0
43,17,3.050879,0.821555,0
43,18,2.930879,0.8015549,0
43,19,2.810879,0.7815549,0
43,20,2.690879,0.761555,0
43,21,2.570879,0.741555,0
43,22,2.450879,0.7215549,0
43,23,2.330878,0.701555,0
43,24,2.210879,0.681555,0
43,25,2.090878,0.6615549,0
43,26,1.970879,0.641555,0
43,27,1.850879,0.621555,0
43,28,1.730879,0.6015549,0
43,29,1.610879,0.5815549,0
43,30,1.490879,0.561555,0
43,31,1.370879,0.5415549,0
43,32,1.250879,0.5215549,0
43,33,1.130879,0.501555,0
43,34,1.010879,0.481555,0
43,35,0.8908786,0.4615549,0
43,36,0.7708786,0.4415549,0
43,37,0.6508786,0.421555,0
43,38,0.5308786,0.4015549,0
43,39,0.4108786,0.381555,0
43,40,0.2908786,0.361555,0
43,41,0.1708786,0.3415549,0
43,42,0.0508786,0.321555,0
43,43,-0.0691214,0.3015549,0
43,44,-0.1891214,0.2815549,0
43,45,-0.3091214,0.261555,0
43,46,-0.4291214,0.2415549,0
43,47,-0.5491214,0.2215549,0
43,48,-0.7732666,0.201555,0
43,49,-1.0054,0.1815549,0
43,50,-1.243439,0.1615549,0
43,51,-1.243439,0.1615549,0
43,52,-1.243439,0.1615549,0
43,53,-1.243439,0.1615549,0
43,54,-1.243439,0.1615549,0
43,55,-1.243439,0.1615549,0
43,56,-1.243439,0.1615549,0
43,57,-2.507136,0.1615549,0
43,58,-2.507136,0.1615549,0
43,59,-1.998333,0.1615549,0
44,0,2.346102,0.8866667,1
44,1,1.304132,1.117778,3
44,2,-0.002160511,1.323457,5
44,3,-0.7000763,1.670425,7
44,4,-0.8200763,1.650425,7
44,5,-0.9400763,1.630425,7
44,6,-1.060076,1.610425,7
45,0,3.668486,0.8866667,1
45,1,2.426485,1.117778,3
45,2,1.019922,1.323457,5
45,3,0.2944184,1.670425,7
45,4,-0.1337999,2.080189,9
46,0,3.321668,0.8866667,1
46,1,2.068419,1.117778,3
46,2,0.6627606,1.323457,5
46,3,-0.05561856,1.670425,7
46,4,-0.4743027,2.080189,9
47,0,3.572671,0.8866667,1
47,1,2.338889,1.117778,3
47,2,0.9422964,1.323457,5
47,3,0.2263445,1.670425,7
47,4,-0.1935783,2.080189,9
48,0,3.321668,0.8866667,1
48,1,2.068419,1.117778,3
48,2,0.6627606,1.323457,5
48,3,-0.05561856,1.670425,7
48,4,-0.4743027,2.080189,9
49,0,3.572671,0.8866667,1
49,1,2.338889,1.117778,3
49,2,0.9422964,1.323457,5
49,3,0.2263445,1.670425,7
49,4,-0.1935783,2.080189,9
50,0,3.321668,0.8866667,1
50,1,2.068419,1.117778,3
50,2,1.948419,1.097778,3
50,3,1.828419,1.077778,3
50,4,1.708419,1.057778,3
50,5,1.588419,1.037778,3
50,6,1.468419,1.017778,3
50,7,0.3405384,1.279012,5
50,8,-0.2649572,1.650672,7
50,9,-0.1849572,1.630672,7
50,10,-0.3049572,1.610672,7
51,0,4.877004,1.032426,0
51,1,4.614317,1.09225,0
51,2,4.32445,1.100713,0
51,3,3.981522,1.141246,0
51,4,3.727692,1.15622,0
51,5,3.423614,1.190861,0
51,6,3.177458,1.216749,0
51,7,2.904841,1.255727,0
51,8,2.587511,1.294973,0
51,9,2.282199,1.337011,0
51,10,2.035167,1.373149,0
51,11,1.942404,1.412851,0
51,12,1.838843,1.452604,0
51,13,1.775582,1.492994,0
51,14,1.714187,1.512879,0
51,15,1.765597,1.499747,0
51,16,1.757243,1.4905,0
51,17,1.718471,1.477775,0
51,18,1.712218,1.46,0
51,19,1.69694,1.446639,0
51,20,1.671664,1.437587,0
51,21,1.635382,1.432674,0
51,22,1.587092,1.431684,0
51,23,1.525833,1.434364,0
51,24,1.450743,1.440439,0
51,25,1.361112,1.449628,0
51,26,1.256428,1.461648,0
51,27,1.138349,1.458635,0
51,28,1.018349,1.438635,0
51,29,0.8983493,1.418635,0
51,30,0.7783493,1.398635,0
51,31,0.6583493,1.378635,0
51,32,0.5383493,1.358635,0
51,33,0.4183493,1.338635,0
51,34,0.2983493,1.318635,0
51,35,0.1783493,1.298635,0
51,36,0.0583493,1.278635,0
51,37,-0.0616507,1.258635,0
51,38,-0.1816507,1.238635,0
51,39,-0.3016507,1.218635,0
51,40,-0.4216507,1.198635,0
51,41,-0.5416507,1.178635,0
51,42,-0.6616507,1.158635,0
51,43,-0.7816507,1.138635,0
51,44,-0.9016507,1.118635,0
51,45,-1.021651,1.098635,0
51,46,-1.141651,1.078635,0
51,47,-1.261651,1.058635,0
51,48,-1.381651,1.038635,0
51,49,-1.501651,1.018635,0
51,50,-1.621651,0.9986354,0
51,51,-1.621651,0.9986354,0
51,52,-1.013977,0.9986354,0
51,53,-1.013977,0.9986354,0
51,54,-1.013977,0.9986354,0
51,55,-1.013977,0.9986354,0
51,56,-1.013977,0.9986354,0
51,57,-0.9624228,0.9886354,0
51,58,-0.9624228,0.9886354,0
51,59,-0.9624228,0.9886354,0
52,0,2.687028,1.116667,2
52,1,1.078181,1.195185,4
52,2,0.4512576,1.485638,6
52,3,0.1809475,1.870283,8
52,4,-0.01296838,2.296793,10
53,0,2.857786,1.116667,2
53,1,2.648851,1.096667,2
53,2,2.431462,1.076667,2
53,3,2.311462,1.056667,2
53,4,2.191462,1.036667,2
53,5,2.071462,1.016667,2
53,6,1.951462,0.9966667,2
53,7,1.831462,0.9766666,2
53,8,1.711462,0.9566666,2
53,9,1.591462,0.9366667,2
53,10,1.471462,0.9166666,2
53,11,1.351462,0.8966666,2
53,12,1.231462,0.8766667,2
53,13,1.111462,0.8566666,2
53,14,0.991462,0.8366666,2
53,15,0.871462,0.8166667,2
53,16,0.751462,0.7966666,2
53,17,0.631462,0.7766666,2
53,18,0.511462,0.7566667,2
53,19,0.391462,0.7366666,2
53,20,0.271462,0.7166666,2
53,21,0.151462,0.6966667,2
53,22,0.03146202,0.6766666,2
53,23,-0.08853798,0.6566666,2
53,24,-0.208538,0.6366667,2
53,25,-0.328538,0.6166666,2
53,26,-0.448538,0.5966666,2
53,27,-0.568538,0.5766667,2
53,28,-0.688538,0.5566666,2
53,29,-0.808538,0.5366666,2
53,30,-0.928538,0.5166667,2
53,31,-1.048538,0.4966666,2
53,32,-1.168538,0.4766666,2
53,33,-1.288538,0.4566666,2
54,0,3.877064,1.05,0
54,1,3.684716,1.093693,0
54,2,3.59947,1.132483,0
54,3,0.7206522,1.006802,2
54,4,0.6006521,0.9868016,2
54,5,0.4806521,0.9668016,2
54,6,0.3606521,0.9468016,2
54,7,0.2406521,0.9268016,2
54,8,0.1206521,0.9068016,2
54,9,0.000652123,0.8868016,2
54,10,-0.1193479,0.8668016,2
54,11,-0.2393479,0.8468016,2
54,12,-0.3593479,0.8268016,2
54,13,-0.4793479,0.8068016,2
54,14,-0.5993479,0.7868016,2
54,15,-0.7193478,0.7668016,2
54,16,-0.8393478,0.7468016,2
54,17,-0.9593478,0.7268016,2
54,18,-1.079348,0.7068016,2
